Column1,Column2
Remove empty indentations,Other
Remove empty indentations,Other
Maintain consistency with the class names,Other
Remove empty indentations,Other
Remove empty indentations,Other
update the //TODO: comment,Other
Better to use the SocialConstants class,Other
Better to use the SocialConstants class,Other
Better to use the SocialConstants class,Other
use getFullName() from CommonUtils class to get the full name,Other
add //TODO: comment to add the dummy data in the SEMS data manager class later.,Other
Add TODO comment,Other
Move this to CommonUtils or to a common file,Other
"add(deprecated id, compat id)",Other
"add(String deprecatedId, String compatId)",Other
deprecatedId,Other
deprecatedId,Other
Please remove the commented code.,Other
for arabic language please use RTL condition,Other
Need to define a flag for RTL language,Other
"its better to use camel case. ""fullName""",Other
Better to import Foundation.,Other
[nit] trailing whitespace,Other
"please check if there is usage for bixby or deeplink.
if so, we need to check how to support backward",Other
"Each Tile view has setOnClickListener.
If you want to set click listner here, you have to remove code to set click listener in each tileView.",Other
use weakref for fragment,Other
"[query]You are already assigning this value in constructor.So, why this redundancy?
If you want both then define a no argument constructor
Same comments applied for all set method.",Other
"Suggestion : Define all values in one constructor which will contain all parameters and then call it form constructors having less parameter. For instance, using this keyword,

public TextLabelAttribute(int color, float size, int gravity, ViOffset offset) {
       this(color, size, gravity, offset, opacity(default value))
    }",Other
"[query]You are already assigning this value in constructor.So, why this redundancy?
If you want both then define a no argument constructor
Same comments applied for all set method.",Other
"Then client can call like, Type.Bar.STACKED",Other
[suggestion] change the method name to isVisible(),Other
"Suggestion : Define all values in one constructor which will contain all parameters and then call it form constructors having less parameter. For instance, using this keyword,",Other
please add comment for readabilty,Other
"Yes, setDeleted(""packageName"") will be applied for not installed case.",Other
I will discuss with UI members regarding this so that they can update it.,Other
Declare it as private,Other
I think Sgc should be in capital format,Other
move this func to parser,Other
Correct this indentation,Other
Remove unnecessary code,Other
please use or condition instead of else if,Other
Please finalize this TODO,Other
Check in all code if this naming need to be changed,Other
please clarify why 54 is used and use macro for static value,Other
Also add Event.,Other
"kindly check if it's possible to implement better name.

Suggestion: semsFeedGen, feedGenerator",Other
Please remove the indentation in empty lines,Other
Kindly put a space before the left brace,Other
Remove all spaces.,Other
Remove indentation in the empty lines,Other
Kindly put a space before the left brace,Other
Please put a space in between optional check and left brace,Other
Please remove the empty indentation,Other
Change the name to createFeedView,Other
Provide an empty line in between two protocol,Other
"Better name like feedView, feedInteractor",Other
Please put a space in between optional check and left brace,Other
Keep the consistency in naming convention. Other modules are using 'Request' instead of 'Input'. Please change the name to FeedInteractorRequestProtocol.,Other
Please put a space in between optional check and left brace,Other
Please change the name to FeedInteractorResponseProtocol.,Other
Please put a space in between optional check and left brace,Other
Please change the name to FeedManagerRequestProtocol.,Other
Please change the name to FeedManagerResponseProtocol.,Other
"Kindly rename this variable, as this is not main storyboard

Also use SocialConstants.swift for ""FeedStoryBoard"" and storyboard name",Other
Remove empty indentation,Other
"Kindly rename this variable, as this is not main storyboard",Other
Please remove empty indentations,Other
Use constant files for had coded values.,Other
better not to force unwrap,Other
"better not to force unwrap.
Please check all occurrence

Kindly put a space on the both side of a operator",Other
use feedDataList.count instead of constant value,Other
This function name seems confusing.,Other
"Follow the same parenthesis convention for all the function and classes.

i.e. in the same line or in the new line.",Other
rename to resizeUploadedImage(),Other
No need for these variables. They are same as the incoming params.,Other
Better to use same naming convention for the width and height variable,Other
This variable is unused.,Other
"is newWidth and newHeight1 used?
if not please remove",Other
This variable is unused.,Other
Better to use enum for status type,Other
better to use epoch time for time data,Other
remove empty indentations,Other
Kindly remove empty indentations,Other
UIKit doesn't seem to be used here.,Other
Kindly put a space before the left brace,Other
Kindly rename this variable as feedDataManager.,Other
Kindly remove the empty indentation,Other
Kindly put a space before the left brace,Other
Should presenter be involved with manager? Please check here.,Other
Kindly use SocialConstants.swift for hard coded values.,Other
There doesn't seem to have a connection with manager.,Other
Kindly use SocialConstants.swift for hard coded values.,Other
Kindly remove all the empty indentations,Other
Kindly use SocialConstants.swift for hard coded values.,Other
Kindly use SocialConstants.swift for hard coded values.,Other
Kindly maintain TODO comment format,Other
kindly put a space before the left brace,Other
Put space before the left brace,Other
Kindly remove the empty indentations,Other
"Please use detailed names as previous constants are detailed.
Also append 'ID'",Other
Use same formatting.,Other
please don't use coder name in log. change the log as meaningful sentence,Other
Replace this with a log later. Please make a note of it.,Other
inherit EsimViewController,Other
"change magic number

as in LookupServerVC...",Other
please remove test example,Other
use Command QueryKey here,Other
getHealthPRofileFromUuid ?? (unused code),Other
"use QueryValue , as in GearCommand class query value",Other
remove string use QueryValue,Other
remove userDefaults,Other
"this should be in SettingsProvider 
there is Key class to keep keys encapsulated",Other
Please check size o nontracker value.,Other
correct indentation.,Other
"This class represents use case.
why viewcontroller is required in this class?",Other
"Is it possible to add failed toast like- ""Failed to add bookmark"" or anyOther proper failed toast with localization?",Other
What is the fallback if insert is failed?,Other
To be updated while refactoring code.,Other
Correct during refactoring,Other
Refactor constant,Other
please check alignment,Other
"it should be:
if (isGRPDEnabled)
  return true;",Other
Then it will return true for all countries.,Other
pls set to false.,Other
"this configuration is used only for DEBUG_SCM.
Shouldn't we enable this feature by default in DEV ?",Other
Do we need 2x2 and 3x3 sepearately?,Other
Need to keep in dimens / color file?,Other
Please move values to dimens in all of this file,Other
Move to dimen files,Other
Move dimen to files,Other
Move dimen to files,Other
Move to dimen files.,Other
please use macro for default values,Other
please use macro for default values,Other
"This value is also exist in Base project.
Please move to duplicated dimen resource to CommonRsc/res/values/dimens.xml",Other
Please move to CommomRsc/... if needed in both project,Other
"Visibility of tile_image_secondary_button is not GONE.
Is it needed?",Other
linear layout? ? ??? ????? TextView? ??? ? ? ????,Other
[suggestion]Bartype and LineStyle class can be merged together as a class named Type which will contain two enums one is Bar and anOther is Line.,Other
The source code change does not match with CL description. Please check if CL description is correct,Resource
"Is this ""Like"" object passed by reference?
if not, updating the imageHash here will have no effect. Please check.",Resource
Please give more appropriate name as this is being added to common string resources file.,Resource
"this solution works fine in our iPhone XR, but in tester's iPhone XR this issue still produces.",Solution Approach
Saved default value is in Int format. So you should retrieve it as Int instead of String.,Solution Approach
if possible to handle this scenario without using shared.,Solution Approach
please comment full group,Solution Approach
"Do we need to reset it here? If gear disconnect during binary download server, is downloading dismissed for that time?",Solution Approach
NSString foundation framework used for Objective C. Instead of this use String in Swift.,Solution Approach
"Notification settings handler was copied from Gear S. No store class was defined. At next, during refactor those issues can be consider.",Solution Approach
"Notification settings handler was copied from Gear S.Lots of typo mistake still exist. At next, during refactor those will be fixed.",Solution Approach
"Better use as : return NSMutableAttributedString(string: """") . Please check.",Solution Approach
Update table function should not populate menu again. Remove it.,Solution Approach
"Actually it has no definition, if we set badge number non-zero then again set zero all local notification removed. We already use this in app delegate for different purpose.",Solution Approach
Please give log for this fail case.,Solution Approach
"Please write hideBadge() using 
label.hidden = true
not like this",Solution Approach
"Generally we do not check out of bound here. As the number of rows is counting from array length, cellForItemAtIndex will not get called for empty array.",Solution Approach
These statements could be deleted. We should keep only complicated statements.,Solution Approach
No need to create a variable for this. Later you can compare with the constants (SGAlarmManager.ConstantKey.NeverRepeatWeekDays).,Solution Approach
"since, initSequence class will be deprecated and not used in any new feature. so please figure out alternative solution for it.",Solution Approach
use SGGearCapabilityStore class to set / get information which are about to gear basic information. and use that class if possible.,Solution Approach
"it is not Capability Store class responsibility to get BT address for SGAP. It will only save/retrieve values.  This code block should be moved to Other class.
So, make call in OOBESequence class or any Other class to take this value and save using capability store if necessary.",Solution Approach
IS_IT_OOBE_SEQUENCE variable has been used by UI team. So they may become confuse about naming. Suggesting IS_OOBE_ONGOING for better naming.,Solution Approach
No need to maintain isDeviceDisconnected variable.,Solution Approach
"This flag is necessary to update title string.
please check whether it's needed or not",Solution Approach
No need to maintain isDeviceDisconnected variable.,Solution Approach
No need to maintain isDeviceDisconnected variable. Use isWMSConnected function to determine connectivity.,Solution Approach
why SGAlarmWearableCommandProtocol? this name should be changed to better one for understanding its purpose.,Solution Approach
"This flag is necessary to update title string.
please check whether it's needed or not",Solution Approach
"move these data classes to data file. and rename SGSuotaData""Objects"" to SGSuotaData.",Solution Approach
Will update this,Solution Approach
will update this.,Solution Approach
"no force unwrap, check with if let and then use that value to write.",Solution Approach
"please, use swift standard modenWidgetIdList:[Int], and initialize in init() using modenWidgetIdList = []",Solution Approach
"if SIM wasn't inserted, no issue found",Solution Approach
"In future if you want to use this variable, it is required to check for data type Int or String, Which is unexpected. 

Try to make it generic for both legacy and Moden device.",Solution Approach
"Are you sure that newAlarm will not be nil by anyhow? Please don't use force unwrap until you can't be sure about it. 
Rather force unwrap use guard or if let checking for optional value to reduce future crash.",Solution Approach
As in this function have asynchronous network call. So please make closure/Block based function and from this function only return appDownloadParams.,Solution Approach
As in this function have asynchronous network call. So please make closure/Block based function and from this function only return appDownloadInfoDict.,Solution Approach
what will be the handler value for Error case ?,Solution Approach
I will remove it in my upcoming patch.,Solution Approach
"It will be better if you give some Other name for this as inside the function have anOther handler.

This can create confusion.",Solution Approach
"alarm team of android said modern can't support more than 10 alarm and also UI side it is previously implemented as maximum 10 alarm will be there. So, this 20 cause a miss match for UI and backend",Solution Approach
"Patch Set 3: Code-Review+1

Check Item:
1. Delete stored authentication related info for new connection.",Solution Approach
Remove that part.,Solution Approach
"What type of error/warnings in future?
It is not showing any warning.

Besides in the next line it will be assigned by a dictionary.",Solution Approach
"To remove an observer, the SGNetworkreachabilityMonitor class searches for that specific listener object by it's ID first. if it is available, it applies the remove operation. Otherwise it prints listener object-id not found.",Solution Approach
"Whenever a client starts an observer, it has to send a protocol object in the parameter to SGNetworkReachabilityMonitor class, and the class stores that object by an id. And returns the id to the client.
To remove that observer later, the client has to pass that id as reference to that specific listener object.",Solution Approach
"Patch Set 2: Verified+1 Code-Review+1

Check Item:
TMO operator is defined based on mcc (310) && provider name (""T-mobile"")",Solution Approach
"Patch Set 1: Verified+1 Code-Review+1

Check Item:
Change default encoding.",Solution Approach
"Patch Set 1:

initial capex message are same and end didReceiveInitSettingsResponse we have make a decision based on connection and reconnection
if isReconnectingModen then we post only notification Otherwise call processNextStep
OOBE and reconnection step working fine",Solution Approach
"it was  legacy device change, after after discuss with moden and android team I make anOther change. because I have one more change between those CL",Solution Approach
Here need to call isTWCSupported(salesCode).,Solution Approach
This should be 1.,Solution Approach
"please, refactor this alamofire related code with SGAlamofireAdapter class.",Solution Approach
"Patch Set 1: Code-Review+1

Checked Item:
1. accesstoken nil value and validity check.",Solution Approach
"Auto update should be available if user ON FOTA AUTO update and Device connected with Wi-FI
add anOther check with user default value that appear from IS_FOTA_AUTO_UPDATE_ENABLE  Key",Solution Approach
"it seems to me that this init function is doing what it should not be. this block of code should be refactored to better anOther way.  
init should not be instantiate Other class interanlly and then use that.",Solution Approach
"Please remove this lines. This may create ambiguous scenario. Support you connect with a Galaxy Fit. Now from Connect New Gear, tap on a Gear Fit2 Pro to connect. The soup with show ""Connect with Band"". So Remove it.",Solution Approach
Please keep existing change. We need to show a generic message during Connecting and Pairing,Solution Approach
Please change the protocol name like SGSuotaServerFirmwareDownloadResponseProtocol,Solution Approach
"Commit message has been updated.
1. SGAppManager class became too large and convoluted. It was also serving multiple purposes. Hence refactoring into multiple classes was required. 
2. Featured app related codes were refactored and re-written into swift.
3. Test is ongoing, with Log/Debug and manual checking. Unit testing was not written yet.",Solution Approach
"Already the text alignment is set to natural.but
it's not working by setting text alignment natural.",Solution Approach
"Patch Set 1: Verified+1 Code-Review+1

This lib contains weather module new field.",Solution Approach
"This menu will only show for LTE model. This condition should be like 
if !SGUtils.isBTModel() {
    //show Call Forwarding page
}",Solution Approach
"""Reset Failure"" log should be added.",Solution Approach
"To reveal new Terms and Condition page.
When, SGInitSequence is ready, then it will be opened and upper portion of the code will be removed",Solution Approach
"This funciton will automatically print function name, because under this, DDLogVerbose has been called",Solution Approach
As this change is not related to UI side so you can inform exact person of backend for applying better solution.,Solution Approach
Sending back Notification instead of Response in case of message sending failed due to no User Profile.,Solution Approach
"Patch Set 1:

Not fully implemented. Pushed this patch for test purpose.",Solution Approach
"Kept assert() in order to trace of any error caused by this execution in the log, and for immediate exit from application execution upon occurrence of this",Solution Approach
Button enabled when floor open and call released,Solution Approach
This value has been changed as per the value found in the PCAP of type3 android.,Solution Approach
This value has been changed as per the value found in the PCAP of type3 android.,Solution Approach
"Patch Set 3: Code-Review-1

Please abandun the commit. Because of urgency, I have pulled it. Resolve the conflict and fix problem, related with HQ server and merged it.",Solution Approach
Mandatory attributes are set on front according to the priority.,Solution Approach
I think. this transition should be turned off if retrieved from core data as the view will load immediately. Please consult with UX.,Solution Approach
"IdType Shouldn't be nil.
define Unknown in enum and force user to pass id type",Solution Approach
"Patch Set 6: Code-Review-2

Change will have side effects.",Solution Approach
"This if-else condition is getting bigger and bigger. There could be more variation of post in future.

Better define functions for each type of cell  for cleaner code.",Solution Approach
"In Family group all Member post, Shopping list and Device event should be visible.",Solution Approach
This condition is necessary. This change will cause side effect.,solution Approach
"Please move these color definitions to a separate enum named 'SocialFontColors"" in this file. This is adopted in one of the yet CLs under review and will be adopted.",Solution Approach
"Since you've managed to move it here (good job), please go on and set likerLabel with User names bolded using attributed text.",Solution Approach
This will be submitted in anOther commit. I will add a TODO,Solution Approach
"this logic is swapping out family group with the one that comes first. Meaning, it would be breaking the order of the groups brought from server. I'd suggest that you simply remove the family group and insert it at index 0 to keep that order.",Solution Approach
add IDS prefix to this and all the following that lacks it,Solution Approach
It should not be mandatory as post can be created without any tagged users,Solution Approach
"> this method should not be here, View is directly accessing
 > ImageCacheStorage rather FeedbackManager should communicate with
 > ImageCacheStorage.

Good job, Marjan..",solution Approach
"1. CoreData already support update for Comment entity.
2. I believe we need to update the imageHash only if the imageHash is nil.",solution Approach
please avoid force unwrapping as it may make the app to crash.,solution Approach
Group Id is already non optional. So nil cannot be assigned.,solution Approach
Mandatory attributes are set on front according to the priority.,solution Approach
"Patch Set 6: Code-Review-2

Change will have side effects.",solution Approach
"Since all the UIImage attribute are getting removed from all the entities. I'd recommend not to use ""uploadedImage"" attribute as it is UIImage type.

Try to use ""uploadedImageHash"" Instead.",Solution Approach
"This if-else condition is getting bigger and bigger. There could be more variation of post in future.

Better define functions for each type of cell  for cleaner code.",Solution Approach
This condition is necessary. This change will cause side effect.,solution Approach
Put cause and measure while fixing issues.,solution Approach
"this logic is swapping out family group with the one that comes first. Meaning, it would be breaking the order of the groups brought from server. I'd suggest that you simply remove the family group and insert it at index 0 to keep that order.",Solution Approach
"keep gesture recogniser as member variable.
It will create multiple instances and won't be possible to remove it.",solution Approach
please investigate if elementsEqual can be replaced with implementation of Equitable and usage of ==,Solution Approach
please avoid force unwrapping as it may make the app to crash.,Solution Approach
It should be error log. and please provide it in proper format.,Solution Approach
We are supposed to use images from SocialImages class.,Solution Approach
"Patch Set 6: Code-Review-2

Change will have side effects.",solution Approach
"Since all the UIImage attribute are getting removed from all the entities. I'd recommend not to use ""uploadedImage"" attribute as it is UIImage type.

Try to use ""uploadedImageHash"" Instead.",Solution Approach
This condition is necessary. This change will cause side effect.,solution Approach
"Please move these color definitions to a separate enum named 'SocialFontColors"" in this file. This is adopted in one of the yet CLs under review and will be adopted.",Solution Approach
"this logic is swapping out family group with the one that comes first. Meaning, it would be breaking the order of the groups brought from server. I'd suggest that you simply remove the family group and insert it at index 0 to keep that order.",Solution Approach
It should not be mandatory as post can be created without any tagged users,Solution Approach
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Solution Approach
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Solution Approach
"1. CoreData already support update for Comment entity.
2. I believe we need to update the imageHash only if the imageHash is nil.",Solution Approach
"You are right, nil is commonly used for object.

NULL (void *)0 - more generic for pointer that points to nothing
nil (id)0 - object that points to nothing.
in underline nil is also kind of NULL

For this case NULL will work with no problem, but for code consistency I will update it.",Solution Approach
"The protocol method is generic to every tracker (weight , stress, HR, BG). That's why I used the first and second name. 
Let me know your feedback",Solution Approach
SHMOttFileAggregator.processOttFile file saves and uploads ott to server. Testcase gets completed before receiving server response (we are inserting to history table after receiving server response),solution Approach
"[S] The min and max values are declared as Integer in SHTBloodPressureConstants. We can use those values.
[S] stands for suggestion, [Q] for query.",Solution Approach
"Patch Set 1:

(10 comments)

This patch was initial structure patch to avoid merge conflict. Dummy Clean swift method will be removed in next change list.",Solution Approach
"Create group in function level and pass to the load functions instead of creating at class level.
If this function is called multiple times, having the group in class level can have non-deterministic behavior.",Solution Approach
"use  logic like this.
self.pulseRateContainerView.isHidden = !viewModel.isPulseRateAvailable OR
self.pulseRateContainerView.isHidden = (viewModel.isPulseRateAvailable)? false: true",Solution Approach
"yes, string append works with + statement in swift, will change it to lumberjack log, this is temporary log to debug, value will be updated to ui in next change",Solution Approach
"Go to TileView class and mark following as deprecated

Type
GOAL
PROGRAM

Templates:
RECORD
SUGGESTION
IMAGE
WIDE_TRACKER
HEADER
GOAL
WEIGHT_GOAL
PROGRAM_RECOMMEND
PROGRAM_INNER_RECOMMEND

The above mentioned Types & Templates are recommended to be marked as @Deprecated",Solution Approach
fileprivate is more convenient if we want to use class extension and access these members variables and func,Solution Approach
"for localizing you may start to use TextConstants, so that in future it become easier to change",Solution Approach
"I think, this part should not be in Manager. It should be passed between views via presenter->wireframe/Other navigation ways, and forward view should request detail data for that contact.",Solution Approach
"Unit can be set each color.
You have to use mDataTextColor for mMainValueData and mSubValueData, mUnitTextColor for mMainValueUnit and mSubValueUnit.",solution Approach
"As cell will be differ for each Post Type, it's better to bind the cell layout within the condition. Also in this case, it's been bind to feedTableViewCellXib twice. Once in the function main body and anOther time within the condition. Kindly check.",Solution Approach
"Maintain proper ""TODO"" comment as below

//TODO: Pass the selected item data to the Profile view -- sahedul.i",Solution Approach
"Its not profile view, its Contact List view. Please change the name.",solution Approach
"if it is only necessary to view , then rename it as SGEsimNetworkInfoViewModel
if it is necessary to esim feature common to all SGEsimNetworkData",Solution Approach
It's ok. Moved to global file SGConstant.h,Supporting library
"This is a third party library.
Later on, it will be moved under pod.",Supporting library
need to release memory to avoid memory overflow,Synchronization
Reduce number of logs,Synchronization
check is memory available to here and call error delegate if don't have available space,Synchronization
need to check if the row is out of bound or not,Synchronization
is it necessary to be static... create instance of capability store and then use it. when instance will be garbage collected then memory will be freed.,Synchronization
"You can use artifact_path to save derived data. Project root should remain intact. Moreover, our git configuration ignore output path for indexing.",Synchronization
"nsinteger is automatically bridged to Integer from objective c to swift
and it is suggestion given by xcode",Synchronization
"tips card might have different types of button,
So to identify properly, bottom Right Btn has been introduced.
if there is anOther button, then it should bottom left button",Synchronization
"If it is a requirement to create a class to contain all the texts, I will implement it.

I think, we should not consume memory for all this static texts twice.",Synchronization
"For current case we can ignore background thread. But if we need network related task then we need to do those in background thread.

Ref link :
https://stackoverflow.com/questions/37805885/how-to-create-dispatch-queue-in-swift-3",Synchronization
"No, aboutGearCardcell is not optional. Xcode suggests to do like this.",Synchronization
"No, aboutGearCardcell is not optional. Xcode suggests to do like this.",Synchronization
"sending Explicit Value = False for logout, hence only local DeRegister would be performed",Synchronization
"please check this, maybe for nsstring we don't need to initialize property, also check for Other kind of properties also.",Synchronization
"@synthesize is not needed in modern Objective C, please see https://stackoverflow.com/questions/9368676/under-what-conditions-is-synthesize-automatic-in-objective-c",Synchronization
This closure should be set as completionTask of ThreadWorker.,Synchronization
Test with weak property for the container view. this may prevent memory leak.,Synchronization
declare a constant for compression quality.,Synchronization
This closure should be set as completionTask of ThreadWorker.,Synchronization
This closure should be set as completionTask of ThreadWorker.,Synchronization
Test with weak property for the container view. this may prevent memory leak.,Synchronization
declare a constant for compression quality.,Synchronization
This closure should be set as completionTask of ThreadWorker.,Synchronization
This closure should be set as completionTask of ThreadWorker.,Synchronization
"Patch Set 1: Verified-1

Description Validation failed.
Error: [Feature Name] has invalid value : Two_Way_Sync_Floor  
Format: [Title] Apt title for your change [Checking Method] Mention the testing flow [Type] feature (catch-up) or Patch or Feature or Bugfix [Feature Name] Your Feature Name [Self Test Result] Pass",Synchronization
"previously we reset all variables to nil, to prevent memory leak issue.

But Rajesh found anOther reason for memory leak,
In SHTSportSplitView.h, AfterworkoutViewController was defined as strong, which causes memory leak.

Now, we have defined that property as weak in following class

team/health/iosSHealth / Codes/SHealth/SHealth/Tracker/Sports/UI/View/Split/SHTSportSplitView.h

and, this might fix memory leak issue without reseting all variables.",Synchronization
your two variable names are different (dx and mDx).In this case this is redundant. Same comments applied for all varibales,Synchronization
"if we use images from App assets it'll case circular dependency during project build.

Please remove it.",Synchronization
Please keep this in main thread as it is UI operation,Synchronization
"runnable can make memory leak, use weakref or static class of handler",Synchronization
"during change view and lens type popup orientation change, animation disabled",Validation
Type mistake in method name. chech -> check,Validation
"Please, change name.. why Get... prefix in class name.",Validation
"Please replace it by ""Change"".",Validation
What will happen for RTL case. Did you check and verify.,Validation
Please change this to modelNumber.,Validation
"when the latest firmware is installed, then the firmware update will be unavailable and 'invalid' response will be sent to client (UI).",Validation
Please use lowercased() value as your dictionary key is in lower cased. It will help to prevent any further issue.,Validation
This will be changed in next cl. This is integration cl,Validation
We display key as header of a row.,Validation
"Put ""Need DID"" comment beside this type of statements.",Validation
"Please remove Implicitly unwrapped optional.
just simple variable",Validation
"Patch Set 1: Verified+1 Code-Review+1

Added alamofire and SWXMLHash POD support for Unit Test.",Validation
"format should be as ""@%"" for RTL languages.",Validation
this name should be started with Uppercase.,Validation
"As per GUI guide, Card Title should not be uppercased.",Validation
"As per GUI guide, Card's button title should not be uppercased.",Validation
"Patch Set 1:

After Completing backend, we will submit this CL. Till then it will be in pending state.",Validation
use full name for variable.,Validation
Please localise for ok text,Validation
Better to make it string. But convert to Int while sending to moden device.,Validation
I am change the name.,Validation
I am correcting the typo.,Validation
"We need to move from TnC Page,
So From Home Tab We have to move after Band reset.
Dispatching is needed to give a delay Otherwise it's too fast that, sometimes it hangs because it misses it's parent",Validation
Not match with context.,Validation
Give a generic variable name like termsAndConditionMandatoryText,Validation
it should be in store class.,Validation
It will be gr8 if you use some better name.,Validation
It will be gr8 if you use some better name.,Validation
Please avoid underscore in Class name.,Validation
Please avoid underscore in Class name.,Validation
"please, use standard format varname: type",Validation
This is optional type. So i think need to give default value if value is nil.,Validation
"Patch Set 1: Code-Review+1

Check item:
is_initial_watch parameter value is changed for moden.",Validation
Can use CamelCase Convension for static let type constant.,Validation
SGNetworkReachabilityMonitor is not well tested till now. So i prefer current apple rechability.,Validation
if it is instance variable please use self.  except for local variables,Validation
Alamofire is used to check network reachability status.,Validation
"Patch Set 1:

AlamofireHttpAdapter is not the part of this CLs and commit message does not match. please give separate CLs for this.",Validation
"Patch Set 1: Code-Review-1

Need to verify fist",Validation
"If found any problem in the initiation of the audioUnit, re-enable the audio session, and reinitiate.",Validation
Please use NULL checking.,Validation
"instead of assigning this numbers here from macro, add parameter 
in future there will be multiple numbers and this will not be used.",Validation
Send back message adman id when user profile null,Validation
Is it necessary to add anOther parameter? memberList is being sent already.,Validation
please see if imageHash should be assigned nil,Validation
"Should this string be hard coded?

use localised strings.",Validation
Check if there is any append function. This may create new arrays.,Validation
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Validation
"self is not mandatory here and IDE's color coding would suffice to indicate if it is a member variable or a function variable. However, this format has been used in all APIs that has the definition of a handleSuccessResponse(data: Data) function as this would adds further to readability at the expense of increased verbosity. As such this refactoring, if necessary, would be too extensive and out of the scope of this commit.",Validation
Before removing we have to check it further,Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
Write down the parameter names beside the function header in comments,Validation
Try with Background Task handler. Discuss with rakeeb and pronab,Validation
"Is it mandatory field? If so, add Validation.",Validation
"instead of assigning empty string, use decodeIfPresent and apply nil coalescence
(??) and assign """"",Validation
"Please move these color definitions to a separate enum named 'SocialFontColors"" in this file. This is adopted in one of the yet CLs under review and will be adopted.",Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
Try with Background Task handler. Discuss with rakeeb and pronab,Validation
Is it necessary to add anOther parameter? memberList is being sent already.,Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
Instead of using DispatchQueue let's use Background Task handler. check with Rakeeb.,Validation
"Please return nil for all assert null, from caller side we need to handle it.",Validation
"is it specified that this font is to be used.
usually we use system font. to use system font -> SHHCommonUtils.fontWithSize api.
there are 4 variants of these api. use which is appropriate.",API Calls
validate that the array size is correct.,Validation
"this method should be in SGEsimSettingsProvider, and post in this info in NSNotificaiton center and notification handler",Validation
"HomeDashboardTabActivity does not used in 6.0
HomeDashboardActivity is main activity",Validation
"With the automatically generated code, I just removed 'm' prefixes from the paramters in constructor. That's all. I didn't add this manually.

Anyway, I will fix this. thanks.",Validation
this code used in two classes.Can be placed in util class just passing a list of parameters,Validation
Please check if Bixby needs to be handled for new logic.,Validation
Use Date type instead of string. We can have custom Time class as well.,Validation
Send current user's profile ID as parameter.,Validation
dynamically calculating the height of footer cell based on the text,Visual Representation
sticker view now in center of screen,Visual Representation
panorama and sphere view mode should be rendered on opposite Y axis,Visual Representation
blank view added to hide surface view during orientation change,Visual Representation
is there anOther way to maintain this constant so that this block of code be more readable and maintainable.,Visual Representation
"Not Modern, It should be Moden.",Visual Representation
"Patch Set 1: Code-Review+1

Check items :
1. Reverser the repeated days list for alarm.",Visual Representation
we are unwrapping it forcefully. Do we need to use let guard?,Visual Representation
"1. font color should be black as per UX requirement. Please check.
2. Font weight should be default, NOT medium.",Visual Representation
Need to add some comments what does ideal version means or what is the purpose of this,Visual Representation
Ok I am adding comment,Visual Representation
"Patch Set 4: Code-Review-1

(2 comments)

Need to remove some unnecessary changes from project file.",Visual Representation
"this class will use only back end, any Other class will not use, also no need to create any Other instance. only if user change the phone local time this class will send current time information to moden",Visual Representation
Which tips card call? Please give meaningful log.,Visual Representation
"Please give a proper button name. It can be like didTipsCardActionBtnPressed. Also, can we print the Tips card name based on the tag we get?",Visual Representation
"Please mention in log that, this is for RTL case. Otherwise it will look same for LTR case as well.",Visual Representation
log should be added here,Visual Representation
add a log after replacing spacial chars.,Visual Representation
"please, create separate parser file and put it there.",Visual Representation
SGNetworkReachabilityMonitor this classs can be use for any network related info,Visual Representation
Duplicate code block.,Visual Representation
Return sorted list by name quote is true. Thats why i didn't removed that comment.,Visual Representation
Please give a space. It will increase readability.,Visual Representation
"Class variables should be at top, just after class declaration for readability.",Visual Representation
Insufficient space between functions.,Visual Representation
Previously a CL with same name and purpose was given.,Visual Representation
This change has been reverted in the latest patch,Visual Representation
"Please put __APPLE__ checking only in the change you have made, not the entire code",Visual Representation
"Please use something meaningful, like MNO == ATT.... etc",Visual Representation
already implemented,Visual Representation
"We are using SocialColors class. Use from there. if it is for removing the separator only for this view, then no need.",Visual Representation
"keep gesture recogniser as member variable.
It will create multiple instances and won't be possible to remove it.",Visual Representation
Better use class name instead of hard coding.,Visual Representation
Try to pass image view and move the function to Util class. Reduce duplicated codes.,Visual Representation
better to break the line for readability.,Visual Representation
Avoid hardcoding.,Visual Representation
